GeoKey;BillToAddressID;AddressLine1;AddressLine2;City;StateProvinceID;PostalCode;CountryRegionCode;State / Province;Country
United StatesWashingtonBremerton98312;27684;9605 Mcelroy Court;;Bremerton;79;98312;US;Washington;United States
United StatesCaliforniaBurbank91502;27685;3960 Thornhill Pl.;;Burbank;9;91502;US;California;United States
CanadaBritish ColumbiaRoyal OakV8X;27686;5465 Janin Pl.;;Royal Oak;7;V8X;CA;British Columbia;Canada
CanadaBritish ColumbiaOak BayV8P;27687;6960 Lakewood Court;;Oak Bay;7;V8P;CA;British Columbia;Canada
United KingdomEnglandLiverpoolL4 4HB;27688;5399 Heron Ct.;;Liverpool;14;L4 4HB;GB;England;United Kingdom
AustraliaQueenslandCaloundra4551;27689;1456 Lake Nadine Pl.;;Caloundra;64;4551;AU;Queensland;Australia
United StatesWashingtonPuyallup98371;27690;420 Royal Links Circle;;Puyallup;79;98371;US;Washington;United States
GermanySaarlandStuttgart70452;27691;Kulmer Straße 4456;;Stuttgart;70;70452;DE;Saarland;Germany
CanadaBritish ColumbiaWestminsterV3L 1H4;27692;4824 Kirkwood Ct.;;Westminster;7;V3L 1H4;CA;British Columbia;Canada
United StatesCaliforniaSanta Cruz95062;27693;8537 Partridge Dr.;;Santa Cruz;9;95062;US;California;United States
AustraliaNew South WalesDarlinghurst2010;27694;3917 Catalpa Court;;Darlinghurst;50;2010;AU;New South Wales;Australia
United StatesWashingtonBurien98168;27695;3196 Rotherham Dr.;;Burien;79;98168;US;Washington;United States
CanadaBritish ColumbiaNewtonV2M1S6;27696;9818 Northgate Road;;Newton;7;V2M1S6;CA;British Columbia;Canada
AustraliaQueenslandCaloundra4551;27697;7682 Palm Avenue;;Caloundra;64;4551;AU;Queensland;Australia
United StatesWashingtonBellingham98225;27698;6220 Krueger Dr.;;Bellingham;79;98225;US;Washington;United States
United KingdomEnglandGloucestershireGL7 1RY;27699;1545 Bannock Ct.;;Gloucestershire;14;GL7 1RY;GB;England;United Kingdom
AustraliaQueenslandHawthorne4171;27700;4575 Sandiago Drive;;Hawthorne;64;4171;AU;Queensland;Australia
AustraliaQueenslandHawthorne4171;27701;8375 Springwood Way;;Hawthorne;64;4171;AU;Queensland;Australia
United StatesWashingtonKirkland98033;27702;7388 Greenview Court;;Kirkland;79;98033;US;Washington;United States
GermanySaarlandSaarlouis66740;27703;Lützowplatz 4642;;Saarlouis;70;66740;DE;Saarland;Germany
GermanyBayernFrankfurt91480;27704;Am Grossen Dern 4982;;Frankfurt;8;91480;DE;Bayern;Germany
AustraliaNew South WalesMatraville2036;27705;9712 Lexington Road;;Matraville;50;2036;AU;New South Wales;Australia
AustraliaNew South WalesMalabar2036;27706;3718 Loma Linda;;Malabar;50;2036;AU;New South Wales;Australia
United StatesCaliforniaBeverly Hills90210;27707;4264 Oak Creek Ct.;;Beverly Hills;9;90210;US;California;United States
United KingdomEnglandYorkYO15;27708;1453 Asilomar Dr.;;York;14;YO15;GB;England;United Kingdom
United KingdomEnglandStoke-on-TrentAS23;27709;7064 Alpha Way;;Stoke-on-Trent;14;AS23;GB;England;United Kingdom
GermanyNordrhein-WestfalenHannover30601;27710;Rotthäuser Weg 22;;Hannover;53;30601;DE;Nordrhein-Westfalen;Germany
United StatesWashingtonPuyallup98371;27711;2088 Amanda Circle;;Puyallup;79;98371;US;Washington;United States
United StatesCaliforniaLa Jolla92806;27712;5776 Newton Way;;La Jolla;9;92806;US;California;United States
AustraliaVictoriaMelton3337;27713;1745 Chickpea Ct;;Melton;77;3337;AU;Victoria;Australia
GermanySaarlandNeunkirchen66578;27714;Heiderweg 4725;;Neunkirchen;70;66578;DE;Saarland;Germany
CanadaBritish ColumbiaPort HammondV6B 3P7;27715;2226 Wilson Lane;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
AustraliaSouth AustraliaPerth6006;27716;6080 Candelero Pl.;;Perth;66;6006;AU;South Australia;Australia
United StatesOregonBeaverton97005;27718;7341 Mt. Washington Way;;Beaverton;58;97005;US;Oregon;United States
United StatesWashingtonRenton98055;27719;9621 Laurel Drive;;Renton;79;98055;US;Washington;United States
United StatesWashingtonRenton98055;27720;1117 Diablo View Road;;Renton;79;98055;US;Washington;United States
United StatesWashingtonBurien98168;27721;1479 Megan Dr;;Burien;79;98168;US;Washington;United States
United StatesCaliforniaWest Covina91791;27722;4575 Shannondale Drive;;West Covina;9;91791;US;California;United States
United KingdomEnglandYorkY024 1GF;27723;8915 Woodside Way;;York;14;Y024 1GF;GB;England;United Kingdom
FranceSeine (Paris)Paris75008;27724;9554, rue des Pyrenees;;Paris;161;75008;FR;Seine (Paris);France
United StatesOregonPortland97205;27725;8980 Logan Court;;Portland;58;97205;US;Oregon;United States
United StatesWashingtonSedro Woolley98284;27726;5349 Keller Ridge Dr.;;Sedro Woolley;79;98284;US;Washington;United States
United StatesWashingtonBurien98168;27727;414 Joseph Ave;;Burien;79;98168;US;Washington;United States
GermanyBayernFrankfurt91480;27728;Westheimer Straße 924322;;Frankfurt;8;91480;DE;Bayern;Germany
United StatesWashingtonOlympia98501;27729;9 Serrana Ct.;;Olympia;79;98501;US;Washington;United States
AustraliaVictoriaMelbourne3000;27730;6631 Highland Dr.;;Melbourne;77;3000;AU;Victoria;Australia
AustraliaNew South WalesLavender Bay2060;27731;8357 Sandy Cove Lane;;Lavender Bay;50;2060;AU;New South Wales;Australia
United StatesWashingtonBurien98168;27732;1544 Honey Court;;Burien;79;98168;US;Washington;United States
AustraliaNew South WalesSydney1002;27733;7539 Hazelwood Lane;;Sydney;50;1002;AU;New South Wales;Australia
United StatesCaliforniaDowney90241;27734;1077 Pheasant Drive;;Downey;9;90241;US;California;United States
United KingdomEnglandLondonSW8 1XD;27735;5878 East L Street;;London;14;SW8 1XD;GB;England;United Kingdom
United StatesWashingtonSeattle98104;27736;6244 Bayviews Circle;;Seattle;79;98104;US;Washington;United States
AustraliaNew South WalesMalabar2036;27737;1889 Carmel Dr;;Malabar;50;2036;AU;New South Wales;Australia
FranceSeine Saint DenisPantin93500;27738;9, rue de Courtaboeuf;;Pantin;179;93500;FR;Seine Saint Denis;France
United StatesCaliforniaSan Carlos94070;27739;6030 Dubne Court;;San Carlos;9;94070;US;California;United States
AustraliaNew South WalesWollongong2500;27740;5218 E 28th Street;;Wollongong;50;2500;AU;New South Wales;Australia
United StatesCaliforniaRedwood City94063;27741;5135 Oak Park Blvd.;;Redwood City;9;94063;US;California;United States
United KingdomEnglandEsher-MoleseyEM15;27742;71 Tobi Drive;;Esher-Molesey;14;EM15;GB;England;United Kingdom
FranceNordDunkerque59140;27744;9, rue de l´Avenir;;Dunkerque;145;59140;FR;Nord;France
United StatesCaliforniaFremont94536;27745;6671 Del Rey St.;;Fremont;9;94536;US;California;United States
AustraliaNew South WalesSt. Leonards2065;27746;7323 Apple Drive;;St. Leonards;50;2065;AU;New South Wales;Australia
United StatesWashingtonPuyallup98371;27747;9875 C Del Rio Circle;;Puyallup;79;98371;US;Washington;United States
United StatesCaliforniaTorrance90505;27748;1371 Vancouver Way;;Torrance;9;90505;US;California;United States
United StatesOregonLebanon97355;27749;7485 Lacassie Ave.;;Lebanon;58;97355;US;Oregon;United States
United StatesOregonBeaverton97005;27750;5733 Clayton Rd.;;Beaverton;58;97005;US;Oregon;United States
CanadaBritish ColumbiaVictoriaV8V;27751;9234 Carmel Drive;;Victoria;7;V8V;CA;British Columbia;Canada
AustraliaVictoriaGeelong3220;27752;3931 Scott Street;;Geelong;77;3220;AU;Victoria;Australia
AustraliaNew South WalesLavender Bay2060;27753;9073 Stimel Drive;;Lavender Bay;50;2060;AU;New South Wales;Australia
United StatesOregonLake Oswego97034;27754;5603 Blackridge Drive;;Lake Oswego;58;97034;US;Oregon;United States
FranceSeine et MarneRoissy en Brie77680;27755;88, rue de l´Esplanade;;Roissy en Brie;163;77680;FR;Seine et Marne;France
CanadaBritish ColumbiaN. VancouverV7L 4J4;27756;263 La Orinda Pl.;;N. Vancouver;7;V7L 4J4;CA;British Columbia;Canada
United StatesCaliforniaLincoln Acres91950;27757;6885 Auburn;;Lincoln Acres;9;91950;US;California;United States
United StatesWashingtonPuyallup98371;27758;5077 Bannock Ct.;;Puyallup;79;98371;US;Washington;United States
United StatesCaliforniaConcord94519;27759;8245 Highland Dr.;;Concord;9;94519;US;California;United States
CanadaBritish ColumbiaVancouverV7L 4J4;27760;4609 Parkway Drive;;Vancouver;7;V7L 4J4;CA;British Columbia;Canada
United KingdomEnglandBuryPE17;27761;2433 Bailey Road;;Bury;14;PE17;GB;England;United Kingdom
United KingdomEnglandLondonE17 6JF;27762;6466 Appia Ct.;;London;14;E17 6JF;GB;England;United Kingdom
CanadaBritish ColumbiaSookeV0;27763;2219 Dewing Avenue;;Sooke;7;V0;CA;British Columbia;Canada
United StatesWashingtonIssaquah98027;27764;7640 First Ave.;;Issaquah;79;98027;US;Washington;United States
FranceEssonneLes Ulis91940;27765;80, avenue du Président-Kennedy;;Les Ulis;177;91940;FR;Essonne;France
FranceLoiretOrleans45000;27766;172, place de la Concorde;;Orleans;131;45000;FR;Loiret;France
GermanyBayernHof95010;27767;Zollstr 28;;Hof;8;95010;DE;Bayern;Germany
FranceYvelineChatou78400;27768;198, avenue du Québec;;Chatou;164;78400;FR;Yveline;France
FranceNordDunkerque59140;27769;48, rue de la Comédie;;Dunkerque;145;59140;FR;Nord;France
United StatesWashingtonLynnwood98036;27771;1619 Stillman Court;;Lynnwood;79;98036;US;Washington;United States
GermanyHamburgMühlheim63151;27772;Postfach 22 99 99;;Mühlheim;20;63151;DE;Hamburg;Germany
GermanyBayernIngolstadt85049;27773;Wertheimer Straße 899;;Ingolstadt;8;85049;DE;Bayern;Germany
AustraliaQueenslandCaloundra4551;27774;517 Soto St.;;Caloundra;64;4551;AU;Queensland;Australia
United KingdomEnglandGatesheadGA10;27775;6064 Brodia Court;;Gateshead;14;GA10;GB;England;United Kingdom
United KingdomEnglandLondonW1X3SE;27777;3582 Schenone Court;;London;14;W1X3SE;GB;England;United Kingdom
FranceSeine Saint DenisDrancy93700;27778;Attaché de Presse;;Drancy;179;93700;FR;Seine Saint Denis;France
United StatesOregonLake Oswego97034;27779;1019 Kenwal Rd.;;Lake Oswego;58;97034;US;Oregon;United States
AustraliaNew South WalesMalabar2036;27780;3752 Colorado Dr.;;Malabar;50;2036;AU;New South Wales;Australia
"FranceNordVilleneuve-d'Ascq59491";27781;801, rue de la Cavalerie;;"Villeneuve-d'Ascq";145;59491;FR;Nord;France
United StatesCaliforniaChula Vista91910;27782;1792 Belmont Rd.;;Chula Vista;9;91910;US;California;United States
United KingdomEnglandMilton KeynesMK8 8DF;27783;6837 Weber Bryan St.;;Milton Keynes;14;MK8 8DF;GB;England;United Kingdom
United StatesCaliforniaLincoln Acres91950;27784;3074 Ardith Drive;;Lincoln Acres;9;91950;US;California;United States
CanadaBritish ColumbiaOak BayV8P;27785;7987 Seawind Dr.;;Oak Bay;7;V8P;CA;British Columbia;Canada
AustraliaQueenslandGold Coast4217;27786;5929 William Reed Dr.;;Gold Coast;64;4217;AU;Queensland;Australia
GermanySaarlandStuttgart70452;27787;Galeriestr 626;;Stuttgart;70;70452;DE;Saarland;Germany
AustraliaNew South WalesSydney1002;27788;5430 Park Glen Ct.;;Sydney;50;1002;AU;New South Wales;Australia
United KingdomEnglandKirkbyKB9;27789;37 Amaranth Way;;Kirkby;14;KB9;GB;England;United Kingdom
AustraliaVictoriaMelbourne3000;27790;402 Saxon St.;;Melbourne;77;3000;AU;Victoria;Australia
United StatesCaliforniaOakland94611;27791;551 Rainier Dr;;Oakland;9;94611;US;California;United States
United StatesCaliforniaSpring Valley91977;27792;591 Merriewood Drive;;Spring Valley;9;91977;US;California;United States
FranceHauts de SeineSèvres92310;27793;9, avenue des Ternes;;Sèvres;178;92310;FR;Hauts de Seine;France
United StatesWashingtonRenton98055;27794;1579 Plaza Rosa;;Renton;79;98055;US;Washington;United States
CanadaBritish ColumbiaCliffsideV8Y 1L1;27795;1511 Roxbury Drive;;Cliffside;7;V8Y 1L1;CA;British Columbia;Canada
United StatesWashingtonBellingham98225;27796;1873 Lyon Circle;;Bellingham;79;98225;US;Washington;United States
United StatesCaliforniaLa Jolla92806;27797;3114 Notre Dame Ave.;;La Jolla;9;92806;US;California;United States
AustraliaQueenslandTownsville4810;27798;1045 Lolita Drive;;Townsville;64;4810;AU;Queensland;Australia
United KingdomEnglandCheltenhamGL50;27799;6318 Marclair Dr.;;Cheltenham;14;GL50;GB;England;United Kingdom
CanadaBritish ColumbiaHaneyV2W 1W2;27800;7814 Milburn Dr.;;Haney;7;V2W 1W2;CA;British Columbia;Canada
AustraliaVictoriaCranbourne3977;27801;216 Arnold Drive;;Cranbourne;77;3977;AU;Victoria;Australia
United StatesCaliforniaBurbank91502;27802;3928 San Francisco;;Burbank;9;91502;US;California;United States
AustraliaVictoriaSouth Melbourne3205;27803;9478 Rheem Dr.;;South Melbourne;77;3205;AU;Victoria;Australia
AustraliaNew South WalesMalabar2036;27804;2341 Peachwillow;;Malabar;50;2036;AU;New South Wales;Australia
United StatesWashingtonEverett98201;27805;2046 Las Palmas;;Everett;79;98201;US;Washington;United States
United KingdomEnglandLiverpoolL4 4HB;27806;4919 Hames Court;;Liverpool;14;L4 4HB;GB;England;United Kingdom
CanadaBritish ColumbiaOak BayV8P;27807;608 Lincoln Dr.;;Oak Bay;7;V8P;CA;British Columbia;Canada
United StatesOregonMilwaukie97222;27808;7230 Berrellesa Street;;Milwaukie;58;97222;US;Oregon;United States
United StatesCaliforniaConcord94519;27809;2144 San Rafael;;Concord;9;94519;US;California;United States
United KingdomEnglandRuncornTY31;27810;6275 Bel Air Drive;;Runcorn;14;TY31;GB;England;United Kingdom
FranceSeine (Paris)Paris75007;27811;62, rue de Linois;;Paris;161;75007;FR;Seine (Paris);France
AustraliaVictoriaGeelong3220;27812;5160 Mt. Wilson Way;;Geelong;77;3220;AU;Victoria;Australia
United StatesCaliforniaSanta Cruz95062;27813;6843 San Simeon Dr.;;Santa Cruz;9;95062;US;California;United States
United KingdomEnglandYorkY03 4TN;27814;378 Canyon Road;;York;14;Y03 4TN;GB;England;United Kingdom
AustraliaQueenslandCaloundra4551;27815;5065 Maywood Lane;;Caloundra;64;4551;AU;Queensland;Australia
AustraliaNew South WalesSydney1002;27816;6629 Polson Circle;;Sydney;50;1002;AU;New South Wales;Australia
FranceSeine (Paris)Paris75002;27817;1801, boulevard d´Albi;;Paris;161;75002;FR;Seine (Paris);France
United KingdomEnglandEsher-MoleseyEM15;27818;Rt. 470 Box A;;Esher-Molesey;14;EM15;GB;England;United Kingdom
AustraliaVictoriaWarrnambool3280;27819;9234 Paso Del Rio Court;;Warrnambool;77;3280;AU;Victoria;Australia
United StatesOregonOregon City97045;27820;7403 N. Broadway;;Oregon City;58;97045;US;Oregon;United States
United StatesWashingtonBremerton98312;27821;5823 Danielle Court;;Bremerton;79;98312;US;Washington;United States
United StatesWashingtonSeattle98104;27822;5734 Ashford Court;;Seattle;79;98104;US;Washington;United States
AustraliaQueenslandTownsville4810;27823;1742 Breck Court;;Townsville;64;4810;AU;Queensland;Australia
AustraliaVictoriaSeaford3198;27824;6778 Edie Ct.;;Seaford;77;3198;AU;Victoria;Australia
United StatesOregonLebanon97355;27825;7270 Pepperidge Way;;Lebanon;58;97355;US;Oregon;United States
FranceHauts de SeineSuresnes92150;27826;2, rue de Maubeuge;;Suresnes;178;92150;FR;Hauts de Seine;France
United StatesCaliforniaSanta Cruz95062;27827;475 Santa Maria;;Santa Cruz;9;95062;US;California;United States
United StatesOregonW. Linn97068;27828;1970 Napa Ct.;;W. Linn;58;97068;US;Oregon;United States
United StatesCaliforniaBellflower90706;27829;885 Davona Drive;;Bellflower;9;90706;US;California;United States
FranceSeine (Paris)Paris75002;27830;570, quai de Grenelle;;Paris;161;75002;FR;Seine (Paris);France
AustraliaVictoriaWarrnambool3280;27831;8084 Cardiff Drive;;Warrnambool;77;3280;AU;Victoria;Australia
United StatesCaliforniaBurbank91502;27832;9833 Mt. Dias Blv.;;Burbank;9;91502;US;California;United States
AustraliaVictoriaGeelong3220;27833;8704 Live Oak;;Geelong;77;3220;AU;Victoria;Australia
United StatesCaliforniaBellflower90706;27834;6202 Seeno St.;;Bellflower;9;90706;US;California;United States
United StatesWashingtonRenton98055;27835;862 The Alameda;;Renton;79;98055;US;Washington;United States
AustraliaQueenslandCaloundra4551;27836;1384 Windmill Way;;Caloundra;64;4551;AU;Queensland;Australia
United StatesCaliforniaColma94014;27837;5812 Cincerto Circle;;Colma;9;94014;US;California;United States
United StatesWashingtonBurien98168;27838;1029 Birchwood Dr;;Burien;79;98168;US;Washington;United States
United StatesCaliforniaMill Valley94941;27839;7484 Roundtree Drive;;Mill Valley;9;94941;US;California;United States
CanadaBritish ColumbiaOak BayV8P;27840;5053 Loftus Road;;Oak Bay;7;V8P;CA;British Columbia;Canada
AustraliaNew South WalesDarlinghurst2010;27841;7065 Rock Creek Way;;Darlinghurst;50;2010;AU;New South Wales;Australia
GermanyNordrhein-WestfalenPaderborn33098;27842;Kapellstr 4767;;Paderborn;53;33098;DE;Nordrhein-Westfalen;Germany
GermanyBayernFrankfurt91480;27843;Auf den Kuhlen Straße 2229;;Frankfurt;8;91480;DE;Bayern;Germany
United KingdomEnglandLancasterLA1 1LN;27844;8721 Nahua;;Lancaster;14;LA1 1LN;GB;England;United Kingdom
United StatesCaliforniaOakland94611;27845;7616 Honey Court;;Oakland;9;94611;US;California;United States
United StatesWashingtonBellingham98225;27846;9975 Rose Dr.;;Bellingham;79;98225;US;Washington;United States
GermanyBayernErlangen91054;27847;Marienplatz 36531;;Erlangen;8;91054;DE;Bayern;Germany
United StatesWashingtonBurien98168;27848;9736 Colorado Dr.;;Burien;79;98168;US;Washington;United States
AustraliaVictoriaWarrnambool3280;27849;581 Roanoke Dr.;;Warrnambool;77;3280;AU;Victoria;Australia
CanadaBritish ColumbiaOak BayV8P;27850;5988 Red Leaf;;Oak Bay;7;V8P;CA;British Columbia;Canada
CanadaBritish ColumbiaMetchosinV9;27851;8938 West Hookston Road;;Metchosin;7;V9;CA;British Columbia;Canada
AustraliaNew South WalesSpringwood2777;27852;7892 Mitchelleanjen Ln.;;Springwood;50;2777;AU;New South Wales;Australia
United StatesCaliforniaGrossmont91941;27853;181 Gainsborough Drive;;Grossmont;9;91941;US;California;United States
United StatesCaliforniaImperial Beach91932;27854;3385 Crestview Drive;;Imperial Beach;9;91932;US;California;United States
GermanyNordrhein-WestfalenBraunschweig38001;27855;Brunnenstr 678;;Braunschweig;53;38001;DE;Nordrhein-Westfalen;Germany
GermanyNordrhein-WestfalenPaderborn33098;27856;Kampstr 7257;;Paderborn;53;33098;DE;Nordrhein-Westfalen;Germany
United KingdomEnglandW. YorkBD1 4SJ;27857;9573 Royal Oak Rd.;;W. York;14;BD1 4SJ;GB;England;United Kingdom
United StatesCaliforniaOakland94611;27858;371 Ahneita Dr.;;Oakland;9;94611;US;California;United States
AustraliaVictoriaSeaford3198;27859;8994 Richard Ave.;;Seaford;77;3198;AU;Victoria;Australia
United StatesWashingtonBellingham98225;27860;1947 Sepulveda Ct;;Bellingham;79;98225;US;Washington;United States
FranceSeine et MarneRoissy en Brie77680;27861;26, rue Surcouf;;Roissy en Brie;163;77680;FR;Seine et Marne;France
United KingdomEnglandGatesheadGA10;27862;8489 Seaview Ave.;;Gateshead;14;GA10;GB;England;United Kingdom
AustraliaNew South WalesDarlinghurst2010;27863;7889 Mitchelleanjen Ln.;;Darlinghurst;50;2010;AU;New South Wales;Australia
CanadaBritish ColumbiaLangleyV3A 4R2;27864;1145 Paraiso Ct.;;Langley;7;V3A 4R2;CA;British Columbia;Canada
GermanyNordrhein-WestfalenBottrop46236;27865;Pascalstr 5;;Bottrop;53;46236;DE;Nordrhein-Westfalen;Germany
AustraliaVictoriaSouth Melbourne3205;27866;6179 Mt. Hamilton Dr.;;South Melbourne;77;3205;AU;Victoria;Australia
United StatesWashingtonTacoma98403;27867;3148 Rose Street;;Tacoma;79;98403;US;Washington;United States
FranceLoiretOrleans45000;27869;801, rue de Maubeuge;;Orleans;131;45000;FR;Loiret;France
United StatesCaliforniaSanta Monica90401;27870;2427 Notre Dame Ave.;;Santa Monica;9;90401;US;California;United States
United StatesCaliforniaConcord94519;27871;5872 L St.;;Concord;9;94519;US;California;United States
AustraliaNew South WalesLavender Bay2060;27872;9730 Krueger Drive;;Lavender Bay;50;2060;AU;New South Wales;Australia
AustraliaVictoriaGeelong3220;27873;7340 Green St.;;Geelong;77;3220;AU;Victoria;Australia
United StatesOregonBeaverton97005;27874;6872 Thornwood Dr.;;Beaverton;58;97005;US;Oregon;United States
FranceSeine Saint DenisSaint-Denis93400;27875;10257, avenue de l´Europe;;Saint-Denis;179;93400;FR;Seine Saint Denis;France
CanadaBritish ColumbiaMetchosinV9;27876;2040 Encino Drive;;Metchosin;7;V9;CA;British Columbia;Canada
United StatesWashingtonBremerton98312;27877;7355 Macarthur Avenue;;Bremerton;79;98312;US;Washington;United States
AustraliaVictoriaWarrnambool3280;27878;8048 Shepberry Court;;Warrnambool;77;3280;AU;Victoria;Australia
United KingdomEnglandGatesheadGA10;27879;2680 Corte Del Sol;;Gateshead;14;GA10;GB;England;United Kingdom
CanadaBritish ColumbiaMetchosinV9;27880;1826 Corte Del Sol;;Metchosin;7;V9;CA;British Columbia;Canada
CanadaBritish ColumbiaWestminsterV3L 1H4;27881;9903 East Leland;;Westminster;7;V3L 1H4;CA;British Columbia;Canada
AustraliaNew South WalesMalabar2036;27883;6290 Chinquapin Court;;Malabar;50;2036;AU;New South Wales;Australia
United StatesCaliforniaLos Angeles90012;27884;931 Corte De Luna;;Los Angeles;9;90012;US;California;United States
AustraliaNew South WalesSt. Leonards2065;27885;2709 Yellowood Pl.;;St. Leonards;50;2065;AU;New South Wales;Australia
AustraliaNew South WalesSpringwood2777;27887;8227 Myrtle Drive;;Springwood;50;2777;AU;New South Wales;Australia
AustraliaNew South WalesLavender Bay2060;27888;5531 Roxbury Drive;;Lavender Bay;50;2060;AU;New South Wales;Australia
AustraliaQueenslandRockhampton4700;27889;2467 Clearland Circle;;Rockhampton;64;4700;AU;Queensland;Australia
CanadaBritish ColumbiaShawneeV9B 5T2;27890;5671 Bel Air Dr.;;Shawnee;7;V9B 5T2;CA;British Columbia;Canada
United StatesWashingtonYakima98901;27891;7166 Brock Lane;;Yakima;79;98901;US;Washington;United States
CanadaBritish ColumbiaBurnabyV3J 6Z3;27892;3610 Seal Way;;Burnaby;7;V3J 6Z3;CA;British Columbia;Canada
United StatesWashingtonBallard98107;27893;3281 Hillview Dr.;;Ballard;79;98107;US;Washington;United States
United StatesCaliforniaColma94014;27894;9769 Thistle Circle;;Colma;9;94014;US;California;United States
United StatesWashingtonLynnwood98036;27895;5030 Blue Ridge Dr.;;Lynnwood;79;98036;US;Washington;United States
United KingdomEnglandLondonSW1P 2NU;27897;5074 Ulfinian Way;;London;14;SW1P 2NU;GB;England;United Kingdom
FranceHauts de SeineColombes92700;27898;8, rue de la Comédie;;Colombes;178;92700;FR;Hauts de Seine;France
United KingdomEnglandMaidenheadSL67RJ;27899;7182 Olive Hill;;Maidenhead;14;SL67RJ;GB;England;United Kingdom
United StatesCaliforniaConcord94519;27901;7618 Eastgate;;Concord;9;94519;US;California;United States
AustraliaNew South WalesCoffs Harbour2450;27902;2796 Valley Crest Dr.;;Coffs Harbour;50;2450;AU;New South Wales;Australia
FranceHauts de SeineSuresnes92150;27903;118, rue Marbeuf;;Suresnes;178;92150;FR;Hauts de Seine;France
AustraliaNew South WalesPort Macquarie2444;27904;5236 Clayton Road;;Port Macquarie;50;2444;AU;New South Wales;Australia
United StatesOregonSalem97301;27905;2681 Eagle Peak;;Salem;58;97301;US;Oregon;United States
United StatesWashingtonTacoma98403;27906;7594 Alexander Pl.;;Tacoma;79;98403;US;Washington;United States
AustraliaNew South WalesCoffs Harbour2450;27907;9212 Springer Court;;Coffs Harbour;50;2450;AU;New South Wales;Australia
United StatesCaliforniaChula Vista91910;27908;5325 Pinecreek Way;;Chula Vista;9;91910;US;California;United States
United StatesCaliforniaLemon Grove91945;27909;7126 Edie Ct.;;Lemon Grove;9;91945;US;California;United States
United StatesOregonMilwaukie97222;27910;2294 West 39th St.;;Milwaukie;58;97222;US;Oregon;United States
AustraliaNew South WalesCoffs Harbour2450;27911;3030 Blackburn Ct.;;Coffs Harbour;50;2450;AU;New South Wales;Australia
GermanyNordrhein-WestfalenSolingen42651;27912;Lindenalle 64;;Solingen;53;42651;DE;Nordrhein-Westfalen;Germany
United StatesWashingtonBellingham98225;27913;92 Glazier Ct.;;Bellingham;79;98225;US;Washington;United States
GermanyNordrhein-WestfalenBraunschweig38001;27914;Hauptstr 6035;;Braunschweig;53;38001;DE;Nordrhein-Westfalen;Germany
GermanyHessenDresden01071;27915;Lieblingsweg 123;;Dresden;19;1071;DE;Hessen;Germany
CanadaBritish ColumbiaHaneyV2W 1W2;27916;2854 Magda Way;;Haney;7;V2W 1W2;CA;British Columbia;Canada
AustraliaQueenslandEast Brisbane4169;27917;2241 Concord Place;;East Brisbane;64;4169;AU;Queensland;Australia
FranceYvelineVersailles78000;27918;44, rue du Départ;;Versailles;164;78000;FR;Yveline;France
GermanySaarlandMünster48001;27919;Kalkweg 4455;;Münster;70;48001;DE;Saarland;Germany
United StatesCaliforniaNovato94947;27920;1185 Dallis Drive;;Novato;9;94947;US;California;United States
AustraliaNew South WalesNorth Ryde2113;27921;8826 Kinross Drive;;North Ryde;50;2113;AU;New South Wales;Australia
United StatesWashingtonBremerton98312;27922;8154 Via Mexico;;Bremerton;79;98312;US;Washington;United States
CanadaBritish ColumbiaN. VancouverV7L 4J4;27923;6740 Jalisco;;N. Vancouver;7;V7L 4J4;CA;British Columbia;Canada
United KingdomEnglandBerksSL4 1RH;27924;3890 El Camino Drive;;Berks;14;SL4 1RH;GB;England;United Kingdom
United StatesCaliforniaBellflower90706;27925;7034 Longbrood Way;;Bellflower;9;90706;US;California;United States
GermanyHessenBerlin13441;27926;Heiderplatz 789;Leiter der Abteilung;Berlin;19;13441;DE;Hessen;Germany
United StatesOregonMilwaukie97222;27927;2601 Cambridge Drive;;Milwaukie;58;97222;US;Oregon;United States
United StatesCaliforniaWoodland Hills91364;27928;4096 San Remo;;Woodland Hills;9;91364;US;California;United States
CanadaBritish ColumbiaSookeV0;27929;7554 Lakeview Pl.;;Sooke;7;V0;CA;British Columbia;Canada
FranceLoiretOrleans45000;27930;151, rue Jean Mermoz;;Orleans;131;45000;FR;Loiret;France
United StatesCaliforniaLong Beach90802;27931;1960 Via Catanzaro;;Long Beach;9;90802;US;California;United States
AustraliaVictoriaSouth Melbourne3205;27932;2834 Clifford Court;;South Melbourne;77;3205;AU;Victoria;Australia
GermanyNordrhein-WestfalenSolingen42651;27933;Hans-Rosenthal-Platz 4612;;Solingen;53;42651;DE;Nordrhein-Westfalen;Germany
United StatesOregonWoodburn97071;27934;332 Laguna Niguel;;Woodburn;58;97071;US;Oregon;United States
CanadaBritish ColumbiaVancouverV7L 4J4;27935;6954 Garcia Ranch Road;;Vancouver;7;V7L 4J4;CA;British Columbia;Canada
AustraliaVictoriaSouth Melbourne3205;27936;6519 Alier Drive;;South Melbourne;77;3205;AU;Victoria;Australia
United KingdomEnglandOxfordOX1;27937;4523 Via Cortez;;Oxford;14;OX1;GB;England;United Kingdom
GermanySaarlandSulzbach Taunus66272;27938;Postfach 11 12 11;;Sulzbach Taunus;70;66272;DE;Saarland;Germany
AustraliaVictoriaSeaford3198;27939;8176 Pena;;Seaford;77;3198;AU;Victoria;Australia
